Array Design Name	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Provider	Eleanor Williams (ewilliam@ebi.ac.uk);Exiqon A/S
Comment[ArrayExpressAccession]	A-MEXP-1469
Comment[Description]	Exiqon miRCURY LNA microRNA Array<br> Product number 208100_A  <br> miRBase 12.00 annotation<br> Contains human, mouse and rat sequences <br> 
Comment[SubmittedName]	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Comment[Organism]	Homo sapiens
Printing Protocol	Arrays manufactured by Exiqon (http://www.exiqon.com) using LNA (a high affinity RNA analogue) technology.
Technology Type	unknown_technology_type
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	The MGED Ontology
Substrate Type	unknown_substrate_type
Term Source Name	The MGED Ontology	mirbase
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://microrna.sanger.ac.uk/
Term Source Version	
Comment[AdditionalFile:txt]	A-MEXP-1469_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[mirbase]	Reporter Group[role]	Control Type
3	1	10	4	42532	rno-miR-22*	Experimental	
3	3	10	4	42532	rno-miR-22*	Experimental	
3	5	10	4	42532	rno-miR-22*	Experimental	
3	7	10	4	42532	rno-miR-22*	Experimental	
1	2	15	1	11020	rno-miR-22	Experimental	
1	4	15	1	11020	rno-miR-22	Experimental	
1	6	15	1	11020	rno-miR-22	Experimental	
1	8	15	1	11020	rno-miR-22	Experimental	
4	2	13	2	11021	hsa-miR-220a	Experimental	
4	4	13	2	11021	hsa-miR-220a	Experimental	
4	6	13	2	11021	hsa-miR-220a	Experimental	
4	8	13	2	11021	hsa-miR-220a	Experimental	
3	2	14	5	42900	hsa-miR-220b	Experimental	
3	4	14	5	42900	hsa-miR-220b	Experimental	
3	6	14	5	42900	hsa-miR-220b	Experimental	
3	8	14	5	42900	hsa-miR-220b	Experimental	
3	1	13	4	42662	hsa-miR-220c	Experimental	
3	3	13	4	42662	hsa-miR-220c	Experimental	
3	5	13	4	42662	hsa-miR-220c	Experimental	
3	7	13	4	42662	hsa-miR-220c	Experimental	
2	2	1	6	42475	hsa-miR-221*	Experimental	
2	4	1	6	42475	hsa-miR-221*	Experimental	
2	6	1	6	42475	hsa-miR-221*	Experimental	
2	8	1	6	42475	hsa-miR-221*	Experimental	
3	2	13	2	11022	rno-miR-221	Experimental	
3	4	13	2	11022	rno-miR-221	Experimental	
3	6	13	2	11022	rno-miR-221	Experimental	
3	8	13	2	11022	rno-miR-221	Experimental	
4	1	3	4	17918	hsa-miR-222*	Experimental	
4	3	3	4	17918	hsa-miR-222*	Experimental	
4	5	3	4	17918	hsa-miR-222*	Experimental	
4	7	3	4	17918	hsa-miR-222*	Experimental	
2	2	13	2	11023	rno-miR-222	Experimental	
2	4	13	2	11023	rno-miR-222	Experimental	
2	6	13	2	11023	rno-miR-222	Experimental	
2	8	13	2	11023	rno-miR-222	Experimental	
3	2	8	4	42460	hsa-miR-223*	Experimental	
3	4	8	4	42460	hsa-miR-223*	Experimental	
3	6	8	4	42460	hsa-miR-223*	Experimental	
3	8	8	4	42460	hsa-miR-223*	Experimental	
1	2	13	2	11024	rno-miR-223	Experimental	
1	4	13	2	11024	rno-miR-223	Experimental	
1	6	13	2	11024	rno-miR-223	Experimental	
1	8	13	2	11024	rno-miR-223	Experimental	
1	2	14	8	42566	rno-miR-224	Experimental	
1	4	14	8	42566	rno-miR-224	Experimental	
1	6	14	8	42566	rno-miR-224	Experimental	
1	8	14	8	42566	rno-miR-224	Experimental	
3	2	1	6	42473	rno-miR-224	Experimental	
3	4	1	6	42473	rno-miR-224	Experimental	
3	6	1	6	42473	rno-miR-224	Experimental	
3	8	1	6	42473	rno-miR-224	Experimental	
3	2	12	4	42638	rno-miR-23a*	Experimental	
3	4	12	4	42638	rno-miR-23a*	Experimental	
3	6	12	4	42638	rno-miR-23a*	Experimental	
3	8	12	4	42638	rno-miR-23a*	Experimental	
1	2	11	5	42744	rno-miR-23a	Experimental	
1	4	11	5	42744	rno-miR-23a	Experimental	
1	6	11	5	42744	rno-miR-23a	Experimental	
1	8	11	5	42744	rno-miR-23a	Experimental	
3	2	4	6	42602	hsa-miR-23b*	Experimental	
3	4	4	6	42602	hsa-miR-23b*	Experimental	
3	6	4	6	42602	hsa-miR-23b*	Experimental	
3	8	4	6	42602	hsa-miR-23b*	Experimental	
4	2	10	3	11027	rno-miR-23b	Experimental	
4	4	10	3	11027	rno-miR-23b	Experimental	
4	6	10	3	11027	rno-miR-23b	Experimental	
4	8	10	3	11027	rno-miR-23b	Experimental	
4	1	16	3	17506	rno-miR-24	Experimental	
4	3	16	3	17506	rno-miR-24	Experimental	
4	5	16	3	17506	rno-miR-24	Experimental	
4	7	16	3	17506	rno-miR-24	Experimental	
2	1	8	5	42575	rno-miR-24-1*	Experimental	
2	3	8	5	42575	rno-miR-24-1*	Experimental	
2	5	8	5	42575	rno-miR-24-1*	Experimental	
2	7	8	5	42575	rno-miR-24-1*	Experimental	
1	2	9	7	42950	rno-miR-24-2*	Experimental	
1	4	9	7	42950	rno-miR-24-2*	Experimental	
1	6	9	7	42950	rno-miR-24-2*	Experimental	
1	8	9	7	42950	rno-miR-24-2*	Experimental	
1	1	5	8	42929	hsa-miR-25*	Experimental	
1	3	5	8	42929	hsa-miR-25*	Experimental	
1	5	5	8	42929	hsa-miR-25*	Experimental	
1	7	5	8	42929	hsa-miR-25*	Experimental	
4	1	3	7	42682	rno-miR-25	Experimental	
4	3	3	7	42682	rno-miR-25	Experimental	
4	5	3	7	42682	rno-miR-25	Experimental	
4	7	3	7	42682	rno-miR-25	Experimental	
3	2	10	3	11030	rno-miR-26a	Experimental	
3	4	10	3	11030	rno-miR-26a	Experimental	
3	6	10	3	11030	rno-miR-26a	Experimental	
3	8	10	3	11030	rno-miR-26a	Experimental	
1	1	5	6	42628	hsa-miR-26a-1*	Experimental	
1	3	5	6	42628	hsa-miR-26a-1*	Experimental	
1	5	5	6	42628	hsa-miR-26a-1*	Experimental	
1	7	5	6	42628	hsa-miR-26a-1*	Experimental	
1	1	13	4	42666	hsa-miR-26a-2*	Experimental	
1	3	13	4	42666	hsa-miR-26a-2*	Experimental	
1	5	13	4	42666	hsa-miR-26a-2*	Experimental	
1	7	13	4	42666	hsa-miR-26a-2*	Experimental	
2	2	2	6	42523	rno-miR-26b*	Experimental	
2	4	2	6	42523	rno-miR-26b*	Experimental	
2	6	2	6	42523	rno-miR-26b*	Experimental	
2	8	2	6	42523	rno-miR-26b*	Experimental	
1	2	16	6	42564	rno-miR-26b	Experimental	
1	4	16	6	42564	rno-miR-26b	Experimental	
1	6	16	6	42564	rno-miR-26b	Experimental	
1	8	16	6	42564	rno-miR-26b	Experimental	
4	1	2	4	17818	rno-miR-27a*	Experimental	
4	3	2	4	17818	rno-miR-27a*	Experimental	
4	5	2	4	17818	rno-miR-27a*	Experimental	
4	7	2	4	17818	rno-miR-27a*	Experimental	
4	1	11	2	19593	rno-miR-27a	Experimental	
4	3	11	2	19593	rno-miR-27a	Experimental	
4	5	11	2	19593	rno-miR-27a	Experimental	
4	7	11	2	19593	rno-miR-27a	Experimental	
4	1	6	7	42823	mmu-miR-27b*	Experimental	
4	3	6	7	42823	mmu-miR-27b*	Experimental	
4	5	6	7	42823	mmu-miR-27b*	Experimental	
4	7	6	7	42823	mmu-miR-27b*	Experimental	
3	1	1	3	13175	rno-miR-27b	Experimental	
3	3	1	3	13175	rno-miR-27b	Experimental	
3	5	1	3	13175	rno-miR-27b	Experimental	
3	7	1	3	13175	rno-miR-27b	Experimental	
1	2	12	1	17940	rno-miR-28*	Experimental	
1	4	12	1	17940	rno-miR-28*	Experimental	
1	6	12	1	17940	rno-miR-28*	Experimental	
1	8	12	1	17940	rno-miR-28*	Experimental	
2	2	16	4	42831	rno-miR-28	Experimental	
2	4	16	4	42831	rno-miR-28	Experimental	
2	6	16	4	42831	rno-miR-28	Experimental	
2	8	16	4	42831	rno-miR-28	Experimental	
2	2	15	6	42528	rno-miR-296	Experimental	
2	4	15	6	42528	rno-miR-296	Experimental	
2	6	15	6	42528	rno-miR-296	Experimental	
2	8	15	6	42528	rno-miR-296	Experimental	
4	1	14	4	42713	rno-miR-296*	Experimental	
4	3	14	4	42713	rno-miR-296*	Experimental	
4	5	14	4	42713	rno-miR-296*	Experimental	
4	7	14	4	42713	rno-miR-296*	Experimental	
4	1	12	2	6880	mmu-miR-297a	Experimental	
4	3	12	2	6880	mmu-miR-297a	Experimental	
4	5	12	2	6880	mmu-miR-297a	Experimental	
4	7	12	2	6880	mmu-miR-297a	Experimental	
3	1	10	5	42671	hsa-miR-298	Experimental	
3	3	10	5	42671	hsa-miR-298	Experimental	
3	5	10	5	42671	hsa-miR-298	Experimental	
3	7	10	5	42671	hsa-miR-298	Experimental	
2	2	10	3	11037	hsa-miR-299-3p	Experimental	
2	4	10	3	11037	hsa-miR-299-3p	Experimental	
2	6	10	3	11037	hsa-miR-299-3p	Experimental	
2	8	10	3	11037	hsa-miR-299-3p	Experimental	
1	2	10	3	11038	rno-miR-299	Experimental	
1	4	10	3	11038	rno-miR-299	Experimental	
1	6	10	3	11038	rno-miR-299	Experimental	
1	8	10	3	11038	rno-miR-299	Experimental	
4	1	9	7	42920	rno-miR-29a*	Experimental	
4	3	9	7	42920	rno-miR-29a*	Experimental	
4	5	9	7	42920	rno-miR-29a*	Experimental	
4	7	9	7	42920	rno-miR-29a*	Experimental	
4	1	1	2	11039	rno-miR-29a	Experimental	
4	3	1	2	11039	rno-miR-29a	Experimental	
4	5	1	2	11039	rno-miR-29a	Experimental	
4	7	1	2	11039	rno-miR-29a	Experimental	
3	1	1	2	11040	rno-miR-29b	Experimental	
3	3	1	2	11040	rno-miR-29b	Experimental	
3	5	1	2	11040	rno-miR-29b	Experimental	
3	7	1	2	11040	rno-miR-29b	Experimental	
3	1	6	3	17810	mmu-miR-29b*	Experimental	
3	3	6	3	17810	mmu-miR-29b*	Experimental	
3	5	6	3	17810	mmu-miR-29b*	Experimental	
3	7	6	3	17810	mmu-miR-29b*	Experimental	
1	2	9	6	42792	rno-miR-29b-2*	Experimental	
1	4	9	6	42792	rno-miR-29b-2*	Experimental	
1	6	9	6	42792	rno-miR-29b-2*	Experimental	
1	8	9	6	42792	rno-miR-29b-2*	Experimental	
1	2	7	1	14300	rno-miR-29c*	Experimental	
1	4	7	1	14300	rno-miR-29c*	Experimental	
1	6	7	1	14300	rno-miR-29c*	Experimental	
1	8	7	1	14300	rno-miR-29c*	Experimental	
2	1	1	2	11041	rno-miR-29c	Experimental	
2	3	1	2	11041	rno-miR-29c	Experimental	
2	5	1	2	11041	rno-miR-29c	Experimental	
2	7	1	2	11041	rno-miR-29c	Experimental	
1	2	9	4	42513	hsa-miR-300	Experimental	
1	4	9	4	42513	hsa-miR-300	Experimental	
1	6	9	4	42513	hsa-miR-300	Experimental	
1	8	9	4	42513	hsa-miR-300	Experimental	
2	1	7	1	13143	rno-miR-301a	Experimental	
2	3	7	1	13143	rno-miR-301a	Experimental	
2	5	7	1	13143	rno-miR-301a	Experimental	
2	7	7	1	13143	rno-miR-301a	Experimental	
3	1	10	2	17886	hsa-miR-301b	Experimental	
3	3	10	2	17886	hsa-miR-301b	Experimental	
3	5	10	2	17886	hsa-miR-301b	Experimental	
3	7	10	2	17886	hsa-miR-301b	Experimental	
3	1	3	6	42541	hsa-miR-302a*	Experimental	
3	3	3	6	42541	hsa-miR-302a*	Experimental	
3	5	3	6	42541	hsa-miR-302a*	Experimental	
3	7	3	6	42541	hsa-miR-302a*	Experimental	
1	2	4	2	11222	mmu-miR-302a	Experimental	
1	4	4	2	11222	mmu-miR-302a	Experimental	
1	6	4	2	11222	mmu-miR-302a	Experimental	
1	8	4	2	11222	mmu-miR-302a	Experimental	
4	1	10	5	42667	hsa-miR-302b*	Experimental	
4	3	10	5	42667	hsa-miR-302b*	Experimental	
4	5	10	5	42667	hsa-miR-302b*	Experimental	
4	7	10	5	42667	hsa-miR-302b*	Experimental	
1	1	1	2	11043	mmu-miR-302b	Experimental	
1	3	1	2	11043	mmu-miR-302b	Experimental	
1	5	1	2	11043	mmu-miR-302b	Experimental	
1	7	1	2	11043	mmu-miR-302b	Experimental	
3	1	14	2	11045	hsa-miR-302c*	Experimental	
3	3	14	2	11045	hsa-miR-302c*	Experimental	
3	5	14	2	11045	hsa-miR-302c*	Experimental	
3	7	14	2	11045	hsa-miR-302c*	Experimental	
4	1	14	2	11044	mmu-miR-302c	Experimental	
4	3	14	2	11044	mmu-miR-302c	Experimental	
4	5	14	2	11044	mmu-miR-302c	Experimental	
4	7	14	2	11044	mmu-miR-302c	Experimental	
1	1	10	6	42820	hsa-miR-302d*	Experimental	
1	3	10	6	42820	hsa-miR-302d*	Experimental	
1	5	10	6	42820	hsa-miR-302d*	Experimental	
1	7	10	6	42820	hsa-miR-302d*	Experimental	
2	2	5	4	27838	mmu-miR-302d	Experimental	
2	4	5	4	27838	mmu-miR-302d	Experimental	
2	6	5	4	27838	mmu-miR-302d	Experimental	
2	8	5	4	27838	mmu-miR-302d	Experimental	
3	1	11	2	19595	rno-miR-30a*	Experimental	
3	3	11	2	19595	rno-miR-30a*	Experimental	
3	5	11	2	19595	rno-miR-30a*	Experimental	
3	7	11	2	19595	rno-miR-30a*	Experimental	
2	1	14	2	11048	rno-miR-30a	Experimental	
2	3	14	2	11048	rno-miR-30a	Experimental	
2	5	14	2	11048	rno-miR-30a	Experimental	
2	7	14	2	11048	rno-miR-30a	Experimental	
3	2	11	1	17836	hsa-miR-30b*	Experimental	
3	4	11	1	17836	hsa-miR-30b*	Experimental	
3	6	11	1	17836	hsa-miR-30b*	Experimental	
3	8	11	1	17836	hsa-miR-30b*	Experimental	
1	2	16	3	17565	rno-miR-30b-5p	Experimental	
1	4	16	3	17565	rno-miR-30b-5p	Experimental	
1	6	16	3	17565	rno-miR-30b-5p	Experimental	
1	8	16	3	17565	rno-miR-30b-5p	Experimental	
2	1	9	7	42923	rno-miR-30c	Experimental	
2	3	9	7	42923	rno-miR-30c	Experimental	
2	5	9	7	42923	rno-miR-30c	Experimental	
2	7	9	7	42923	rno-miR-30c	Experimental	
2	2	7	6	42702	rno-miR-30c-1*	Experimental	
2	4	7	6	42702	rno-miR-30c-1*	Experimental	
2	6	7	6	42702	rno-miR-30c-1*	Experimental	
2	8	7	6	42702	rno-miR-30c-1*	Experimental	
3	2	7	6	42701	rno-miR-30c-2*	Experimental	
3	4	7	6	42701	rno-miR-30c-2*	Experimental	
3	6	7	6	42701	rno-miR-30c-2*	Experimental	
3	8	7	6	42701	rno-miR-30c-2*	Experimental	
1	2	9	2	17853	rno-miR-30d*	Experimental	
1	4	9	2	17853	rno-miR-30d*	Experimental	
1	6	9	2	17853	rno-miR-30d*	Experimental	
1	8	9	2	17853	rno-miR-30d*	Experimental	
2	1	11	2	19596	rno-miR-30d	Experimental	
2	3	11	2	19596	rno-miR-30d	Experimental	
2	5	11	2	19596	rno-miR-30d	Experimental	
2	7	11	2	19596	rno-miR-30d	Experimental	
4	2	16	2	11224	rno-miR-30e*	Experimental	
4	4	16	2	11224	rno-miR-30e*	Experimental	
4	6	16	2	11224	rno-miR-30e*	Experimental	
4	8	16	2	11224	rno-miR-30e*	Experimental	
3	1	2	5	28191	rno-miR-30e	Experimental	
3	3	2	5	28191	rno-miR-30e	Experimental	
3	5	2	5	28191	rno-miR-30e	Experimental	
3	7	2	5	28191	rno-miR-30e	Experimental	
1	1	7	3	17909	mmu-miR-31*	Experimental	
1	3	7	3	17909	mmu-miR-31*	Experimental	
1	5	7	3	17909	mmu-miR-31*	Experimental	
1	7	7	3	17909	mmu-miR-31*	Experimental	
1	1	14	2	11052	rno-miR-31	Experimental	
1	3	14	2	11052	rno-miR-31	Experimental	
1	5	14	2	11052	rno-miR-31	Experimental	
1	7	14	2	11052	rno-miR-31	Experimental	
4	2	15	5	29575	hsa-miR-32*	Experimental	
4	4	15	5	29575	hsa-miR-32*	Experimental	
4	6	15	5	29575	hsa-miR-32*	Experimental	
4	8	15	5	29575	hsa-miR-32*	Experimental	
4	1	11	3	11053	rno-miR-32	Experimental	
4	3	11	3	11053	rno-miR-32	Experimental	
4	5	11	3	11053	rno-miR-32	Experimental	
4	7	11	3	11053	rno-miR-32	Experimental	
2	1	5	4	27533	rno-miR-320	Experimental	
2	3	5	4	27533	rno-miR-320	Experimental	
2	5	5	4	27533	rno-miR-320	Experimental	
2	7	5	4	27533	rno-miR-320	Experimental	
3	2	2	9	42957	rno-miR-323	Experimental	
3	4	2	9	42957	rno-miR-323	Experimental	
3	6	2	9	42957	rno-miR-323	Experimental	
3	8	2	9	42957	rno-miR-323	Experimental	
2	1	14	6	42457	rno-miR-323*	Experimental	
2	3	14	6	42457	rno-miR-323*	Experimental	
2	5	14	6	42457	rno-miR-323*	Experimental	
2	7	14	6	42457	rno-miR-323*	Experimental	
3	1	11	5	42719	rno-miR-324-3p	Experimental	
3	3	11	5	42719	rno-miR-324-3p	Experimental	
3	5	11	5	42719	rno-miR-324-3p	Experimental	
3	7	11	5	42719	rno-miR-324-3p	Experimental	
4	2	14	6	42477	rno-miR-324-5p	Experimental	
4	4	14	6	42477	rno-miR-324-5p	Experimental	
4	6	14	6	42477	rno-miR-324-5p	Experimental	
4	8	14	6	42477	rno-miR-324-5p	Experimental	
3	1	11	3	11058	hsa-miR-325	Experimental	
3	3	11	3	11058	hsa-miR-325	Experimental	
3	5	11	3	11058	hsa-miR-325	Experimental	
3	7	11	3	11058	hsa-miR-325	Experimental	
2	2	13	4	42693	rno-miR-326	Experimental	
2	4	13	4	42693	rno-miR-326	Experimental	
2	6	13	4	42693	rno-miR-326	Experimental	
2	8	13	4	42693	rno-miR-326	Experimental	
3	1	7	6	42675	rno-miR-328	Experimental	
3	3	7	6	42675	rno-miR-328	Experimental	
3	5	7	6	42675	rno-miR-328	Experimental	
3	7	7	6	42675	rno-miR-328	Experimental	
2	1	11	3	11061	hsa-miR-329	Experimental	
2	3	11	3	11061	hsa-miR-329	Experimental	
2	5	11	3	11061	hsa-miR-329	Experimental	
2	7	11	3	11061	hsa-miR-329	Experimental	
1	1	11	3	11063	hsa-miR-330-3p	Experimental	
1	3	11	3	11063	hsa-miR-330-3p	Experimental	
1	5	11	3	11063	hsa-miR-330-3p	Experimental	
1	7	11	3	11063	hsa-miR-330-3p	Experimental	
1	1	11	6	42875	rno-miR-330	Experimental	
1	3	11	6	42875	rno-miR-330	Experimental	
1	5	11	6	42875	rno-miR-330	Experimental	
1	7	11	6	42875	rno-miR-330	Experimental	
2	1	8	7	42887	rno-miR-331	Experimental	
2	3	8	7	42887	rno-miR-331	Experimental	
2	5	8	7	42887	rno-miR-331	Experimental	
2	7	8	7	42887	rno-miR-331	Experimental	
4	2	2	4	17866	mmu-miR-331-5p	Experimental	
4	4	2	4	17866	mmu-miR-331-5p	Experimental	
4	6	2	4	17866	mmu-miR-331-5p	Experimental	
4	8	2	4	17866	mmu-miR-331-5p	Experimental	
4	2	12	1	17929	mmu-miR-335-3p	Experimental	
4	4	12	1	17929	mmu-miR-335-3p	Experimental	
4	6	12	1	17929	mmu-miR-335-3p	Experimental	
4	8	12	1	17929	mmu-miR-335-3p	Experimental	
4	2	1	2	11065	rno-miR-335	Experimental	
4	4	1	2	11065	rno-miR-335	Experimental	
4	6	1	2	11065	rno-miR-335	Experimental	
4	8	1	2	11065	rno-miR-335	Experimental	
1	1	10	5	42673	hsa-miR-337-3p	Experimental	
1	3	10	5	42673	hsa-miR-337-3p	Experimental	
1	5	10	5	42673	hsa-miR-337-3p	Experimental	
1	7	10	5	42673	hsa-miR-337-3p	Experimental	
3	2	10	2	17944	hsa-miR-337-5p	Experimental	
3	4	10	2	17944	hsa-miR-337-5p	Experimental	
3	6	10	2	17944	hsa-miR-337-5p	Experimental	
3	8	10	2	17944	hsa-miR-337-5p	Experimental	
2	2	11	4	42592	rno-miR-338	Experimental	
2	4	11	4	42592	rno-miR-338	Experimental	
2	6	11	4	42592	rno-miR-338	Experimental	
2	8	11	4	42592	rno-miR-338	Experimental	
2	1	2	4	17825	rno-miR-338*	Experimental	
2	3	2	4	17825	rno-miR-338*	Experimental	
2	5	2	4	17825	rno-miR-338*	Experimental	
2	7	2	4	17825	rno-miR-338*	Experimental	
4	2	8	7	42912	rno-miR-339-3p	Experimental	
4	4	8	7	42912	rno-miR-339-3p	Experimental	
4	6	8	7	42912	rno-miR-339-3p	Experimental	
4	8	8	7	42912	rno-miR-339-3p	Experimental	
1	2	14	4	42739	rno-miR-339-5p	Experimental	
1	4	14	4	42739	rno-miR-339-5p	Experimental	
1	6	14	4	42739	rno-miR-339-5p	Experimental	
1	8	14	4	42739	rno-miR-339-5p	Experimental	
1	1	9	7	42924	mmu-miR-33*	Experimental	
1	3	9	7	42924	mmu-miR-33*	Experimental	
1	5	9	7	42924	mmu-miR-33*	Experimental	
1	7	9	7	42924	mmu-miR-33*	Experimental	
2	1	14	4	42716	rno-miR-33	Experimental	
2	3	14	4	42716	rno-miR-33	Experimental	
2	5	14	4	42716	rno-miR-33	Experimental	
2	7	14	4	42716	rno-miR-33	Experimental	
3	1	14	4	42715	hsa-miR-33b	Experimental	
3	3	14	4	42715	hsa-miR-33b	Experimental	
3	5	14	4	42715	hsa-miR-33b	Experimental	
3	7	14	4	42715	hsa-miR-33b	Experimental	
2	1	5	8	42928	hsa-miR-33b*	Experimental	
2	3	5	8	42928	hsa-miR-33b*	Experimental	
2	5	5	8	42928	hsa-miR-33b*	Experimental	
2	7	5	8	42928	hsa-miR-33b*	Experimental	
2	2	14	4	42738	rno-miR-340-3p	Experimental	
2	4	14	4	42738	rno-miR-340-3p	Experimental	
2	6	14	4	42738	rno-miR-340-3p	Experimental	
2	8	14	4	42738	rno-miR-340-3p	Experimental	
2	2	12	6	29872	rno-miR-340-5p	Experimental	
2	4	12	6	29872	rno-miR-340-5p	Experimental	
2	6	12	6	29872	rno-miR-340-5p	Experimental	
2	8	12	6	29872	rno-miR-340-5p	Experimental	
3	2	16	5	32884	rno-miR-342-3p	Experimental	
3	4	16	5	32884	rno-miR-342-3p	Experimental	
3	6	16	5	32884	rno-miR-342-3p	Experimental	
3	8	16	5	32884	rno-miR-342-3p	Experimental	
1	1	8	5	42576	rno-miR-342-5p	Experimental	
1	3	8	5	42576	rno-miR-342-5p	Experimental	
1	5	8	5	42576	rno-miR-342-5p	Experimental	
1	7	8	5	42576	rno-miR-342-5p	Experimental	
2	1	2	9	42934	hsa-miR-345	Experimental	
2	3	2	9	42934	hsa-miR-345	Experimental	
2	5	2	9	42934	hsa-miR-345	Experimental	
2	7	2	9	42934	hsa-miR-345	Experimental	
2	1	15	4	42759	hsa-miR-346	Experimental	
2	3	15	4	42759	hsa-miR-346	Experimental	
2	5	15	4	42759	hsa-miR-346	Experimental	
2	7	15	4	42759	hsa-miR-346	Experimental	
3	1	3	4	17922	hsa-miR-34a*	Experimental	
3	3	3	4	17922	hsa-miR-34a*	Experimental	
3	5	3	4	17922	hsa-miR-34a*	Experimental	
3	7	3	4	17922	hsa-miR-34a*	Experimental	
1	1	8	3	27217	rno-miR-34a	Experimental	
1	3	8	3	27217	rno-miR-34a	Experimental	
1	5	8	3	27217	rno-miR-34a	Experimental	
1	7	8	3	27217	rno-miR-34a	Experimental	
3	2	1	2	11073	hsa-miR-34b*	Experimental	
3	4	1	2	11073	hsa-miR-34b*	Experimental	
3	6	1	2	11073	hsa-miR-34b*	Experimental	
3	8	1	2	11073	hsa-miR-34b*	Experimental	
1	1	11	5	42724	mmu-miR-34b-3p	Experimental	
1	3	11	5	42724	mmu-miR-34b-3p	Experimental	
1	5	11	5	42724	mmu-miR-34b-3p	Experimental	
1	7	11	5	42724	mmu-miR-34b-3p	Experimental	
1	1	8	6	42729	hsa-miR-34c-3p	Experimental	
1	3	8	6	42729	hsa-miR-34c-3p	Experimental	
1	5	8	6	42729	hsa-miR-34c-3p	Experimental	
1	7	8	6	42729	hsa-miR-34c-3p	Experimental	
2	2	1	2	11074	rno-miR-34c	Experimental	
2	4	1	2	11074	rno-miR-34c	Experimental	
2	6	1	2	11074	rno-miR-34c	Experimental	
2	8	1	2	11074	rno-miR-34c	Experimental	
4	1	4	6	42577	hsa-miR-361-3p	Experimental	
4	3	4	6	42577	hsa-miR-361-3p	Experimental	
4	5	4	6	42577	hsa-miR-361-3p	Experimental	
4	7	4	6	42577	hsa-miR-361-3p	Experimental	
4	2	5	2	14301	rno-miR-361	Experimental	
4	4	5	2	14301	rno-miR-361	Experimental	
4	6	5	2	14301	rno-miR-361	Experimental	
4	8	5	2	14301	rno-miR-361	Experimental	
1	1	10	2	17893	hsa-miR-362-3p	Experimental	
1	3	10	2	17893	hsa-miR-362-3p	Experimental	
1	5	10	2	17893	hsa-miR-362-3p	Experimental	
1	7	10	2	17893	hsa-miR-362-3p	Experimental	
4	1	15	6	42503	hsa-miR-362-5p	Experimental	
4	3	15	6	42503	hsa-miR-362-5p	Experimental	
4	5	15	6	42503	hsa-miR-362-5p	Experimental	
4	7	15	6	42503	hsa-miR-362-5p	Experimental	
4	2	11	2	27544	rno-miR-363*	Experimental	
4	4	11	2	27544	rno-miR-363*	Experimental	
4	6	11	2	27544	rno-miR-363*	Experimental	
4	8	11	2	27544	rno-miR-363*	Experimental	
1	2	1	2	11077	rno-miR-363	Experimental	
1	4	1	2	11077	rno-miR-363	Experimental	
1	6	1	2	11077	rno-miR-363	Experimental	
1	8	1	2	11077	rno-miR-363	Experimental	
4	2	14	2	11078	rno-miR-365	Experimental	
4	4	14	2	11078	rno-miR-365	Experimental	
4	6	14	2	11078	rno-miR-365	Experimental	
4	8	14	2	11078	rno-miR-365	Experimental	
1	2	6	5	42517	hsa-miR-367*	Experimental	
1	4	6	5	42517	hsa-miR-367*	Experimental	
1	6	6	5	42517	hsa-miR-367*	Experimental	
1	8	6	5	42517	hsa-miR-367*	Experimental	
3	2	7	1	14280	mmu-miR-367	Experimental	
3	4	7	1	14280	mmu-miR-367	Experimental	
3	6	7	1	14280	mmu-miR-367	Experimental	
3	8	7	1	14280	mmu-miR-367	Experimental	
2	2	2	5	29529	rno-miR-369-3p	Experimental	
2	4	2	5	29529	rno-miR-369-3p	Experimental	
2	6	2	5	29529	rno-miR-369-3p	Experimental	
2	8	2	5	29529	rno-miR-369-3p	Experimental	
1	1	7	1	13145	rno-miR-369-5p	Experimental	
1	3	7	1	13145	rno-miR-369-5p	Experimental	
1	5	7	1	13145	rno-miR-369-5p	Experimental	
1	7	7	1	13145	rno-miR-369-5p	Experimental	
4	1	10	7	42967	rno-miR-370	Experimental	
4	3	10	7	42967	rno-miR-370	Experimental	
4	5	10	7	42967	rno-miR-370	Experimental	
4	7	10	7	42967	rno-miR-370	Experimental	
3	2	14	2	11083	hsa-miR-371-3p	Experimental	
3	4	14	2	11083	hsa-miR-371-3p	Experimental	
3	6	14	2	11083	hsa-miR-371-3p	Experimental	
3	8	14	2	11083	hsa-miR-371-3p	Experimental	
1	1	4	7	42735	hsa-miR-371-5p	Experimental	
1	3	4	7	42735	hsa-miR-371-5p	Experimental	
1	5	4	7	42735	hsa-miR-371-5p	Experimental	
1	7	4	7	42735	hsa-miR-371-5p	Experimental	
2	2	14	2	11084	hsa-miR-372	Experimental	
2	4	14	2	11084	hsa-miR-372	Experimental	
2	6	14	2	11084	hsa-miR-372	Experimental	
2	8	14	2	11084	hsa-miR-372	Experimental	
1	2	14	2	11085	hsa-miR-373	Experimental	
1	4	14	2	11085	hsa-miR-373	Experimental	
1	6	14	2	11085	hsa-miR-373	Experimental	
